class_bayesian;minor;spam;common;help;response
10;0.06942628320059009;0.1298112231979142;0.05032683001544098;0.2505404748558068;"common
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
0;0.15879243156436662;0.17664445195607398;0.12535958527670932;0.20975894672446752;"spam
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
0;0.2219847246607782;0.12069300512406322;0.20100283176988182;0.17564683078920965;"spam
"
0;0.27301463253933567;0.2822454208445894;0.18530793662300618;0.1506069733273415;"spam
"
10;0.1679998791822479;0.12343987921424265;0.15239527360418362;0.11299582330683004;"common
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
10;0.1679998791822479;0.12343987921424265;0.15239527360418362;0.11299582330683004;"common
"
0;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"spam
"
-10;0.23577632488065262;0.14617583748200177;0.254555768696015;0.18223410810496102;"minor
"
0;0.13064958622002096;0.12362850329926316;0.15614743680777546;0.1299662270290988;"spam
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
10;0.2095869063528907;0.18061124416326937;0.34503131222012867;0.07989350544980477;"common
"
0;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"spam
"
10;0.2219847246607782;0.12069300512406322;0.20100283176988182;0.17564683078920965;"common
"
0;0.19701783749002832;0.16681821093292756;0.28952301547942527;0.13351352550262113;"spam
"
0;0.14168425906567533;0.08056067909940734;0.22115651531201444;0.0633739028864839;"spam
"
10;0.1603774179004405;0.08475908055071986;0.15161699389036432;0.11884420831657602;"common
"
-10;0.23577632488065262;0.14617583748200177;0.254555768696015;0.18223410810496102;"minor
"
0;0.08863431429404404;0.13358653600789916;0.15705860303640598;0.15504377890113694;"spam
"
0;0.30037874755213;0.2338816306665233;0.2881876936376654;0.0704472678061565;"spam
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
10;0.17562565826718735;0.09451252582813277;0.1548880017751907;0.08537360887582243;"common
"
10;0.17842356683570781;0.098121346135891;0.14727076986163065;0.11600989283960436;"common
"
10;0.19701783749002832;0.16681821093292756;0.28952301547942527;0.13351352550262113;"common
"
10;0.16194272782849142;0.11720331702079298;0.13838579743223964;0.1284779665118064;"common
"
0;0.17114678108601894;0.17938547655789386;0.22652715559397946;0.09687971638795236;"spam
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
-10;0.19849768775504323;0.12816075201684612;0.2576429609793695;0.10281284653649644;"minor
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
0;0.12359691397667205;0.19912016686649983;0.13899304898615827;0.06564468879910723;"spam
"
10;0.20914709579005764;0.19333508990584566;0.3102835196572363;0.07963440115117092;"common
"
0;0.19501890899124377;0.16607454158139126;0.2544883805702514;0.13063377240344398;"spam
"
0;0.2721920837905505;0.22059819837246913;0.37137055079601905;0.09851282730176844;"spam
"
10;0.2095869063528907;0.18061124416326937;0.34503131222012867;0.07989350544980477;"common
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
20;0.2812949303373773;0.34673055874794334;0.22251174191236195;0.20428742836368333;"help
"
10;0.13170492258737082;0.0852479424813513;0.18740873034960356;0.0921191374599716;"common
"
0;0.2276982751596971;0.10134717868640067;0.041375347106181036;0.11969539818650288;"spam
"
0;0.10180541964154287;0.09152017968827228;0.08984018905781664;0.16540642524397253;"spam
"
10;0.2219847246607782;0.12069300512406322;0.20100283176988182;0.17564683078920965;"common
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
0;0.26479229596882364;0.19705342129219908;0.2522763005582632;0.15385953778835582;"spam
"
10;0.22200913568808409;0.1410925782995937;0.22380033016855372;0.15416736445399568;"common
"
-10;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"minor
"
0;0.22067527358548342;0.16640947917267288;0.18249593907265077;0.14993128350090057;"spam
"
0;0.1596816207268056;0.09892005470550741;0.23764466004120988;0.11356401277566583;"spam
"
-10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"minor
"
0;0.1791896015390814;0.1430018741662932;0.32454529695034595;0.1170281190221849;"spam
"
10;0.2219847246607782;0.12069300512406322;0.20100283176988182;0.17564683078920965;"common
"
-10;0.19701783749002832;0.16681821093292756;0.28952301547942527;0.13351352550262113;"minor
"
0;0.2428108869843031;0.3698774175150495;0.2785693367531181;0.22118399044383963;"spam
"
0;0.11289077170460429;0.13482574553549764;0.14093302025908216;0.17056524092134623;"spam
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
-10;0.1892640470867586;0.20054909139741137;0.17838299613529865;0.07452679980570498;"minor
"
0;0.2770415696114727;0.2834829400492678;0.22033081203996746;0.15130740702289713;"spam
"
0;0.2422044352109916;0.19240002106138715;0.14913677818756169;0.11277214499373182;"spam
"
-10;0.1679998791822479;0.12343987921424265;0.15239527360418362;0.11299582330683004;"minor
"
0;0.14387438491345084;0.24602463055815155;0.18600824034192778;0.18867780955398245;"spam
"
0;0.15045950525326213;0.07727560157661939;0.15896669581202616;0.10700315557619419;"spam
"
-10;0.1829029457118139;0.22675935667449987;0.29762635598952325;0.06074029748526592;"minor
"
0;0.2726424746081192;0.4283715502708669;0.1756513926550756;0.2494240639078488;"spam
"
10;0.24910995658658275;0.3170900690714817;0.15954019393317878;0.2227059222024367;"minor
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
0;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"spam
"
-10;0.27998621227456094;0.20192010748195988;0.14011335708689493;0.15703175712211107;"minor
"
10;0.14411460066854204;0.105208832023184;0.18916303992595745;0.104980202094155;"common
"
0;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"help
"
10;0.18080497601547388;0.10958920201130957;0.16301409346058007;0.10501551280300747;"common
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
-10;0.2287914419174432;0.2062044436720438;0.19684720697425662;0.2004424638698576;"minor
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
-10;0.333871228343228;0.3208136748853066;0.13846713952136563;0.258077817361832;"minor
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
10;0.20688530928585316;0.24194369672342542;1.0000000000000002;0.06991131536124215;"common
"
0;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"spam
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
-10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
0;0.2814724885176789;0.23947923347806596;0.11406833719390673;0.1270839173599343;"minor
"
20;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"help
"
10;0.17395161446916116;0.11248280437243349;0.15930412310090586;0.09230093157298035;"common
"
0;0.17842356683570781;0.098121346135891;0.14727076986163065;0.11600989283960436;"common
"
20;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"help
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
10;0.5465954519220634;0.4442999449946441;0.3216174808614613;0.2822912451135497;"minor
"
10;1.0000000000000002;0.43352044439450116;0.20688530928585316;0.2726283983694273;"minor
"
10;0.15905936241037064;0.17656388373755214;0.15594233831732993;0.18940389066134022;"minor
"
10;0.28226896269303503;0.1935592583258703;0.14607213049187676;0.26991385076875873;"minor
"
0;0.2428108869843031;0.3698774175150495;0.2785693367531181;0.22118399044383963;"spam
"
20;0.2726283983694273;0.23525855820839026;0.06991131536124215;1.0;"help
"
20;0.14765467542960328;0.09737776478454442;0.12151331481687935;0.1255212041639509;"help
"
